Product ID;Active (0/1);Name *;Categories (x,y,z...);Unit price;In store (0/1);Description;                           URL rewritten;Available for order (0 = No, 1 = Yes);Show price (0 = No, 1 = Yes);                           Image URLs;Delete existing images (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);                           Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock;Quantity
1021;1;Nahko - My Name Is Bear;36;40;1;Album pod tytulem My Name Is Bear autorstwa Nahko. Uwazany za istotny dla gatunku Rock.;MyNameIsBear;1;1;/covers/21.jpg;1;new;0;0;0;0;0;0;0;100
1022;1;Gabriel Saloman - Movement Building;36;40;1;Album pod tytulem Movement Building autorstwa Gabriel Saloman. Uwazany za istotny dla gatunku Rock.;MovementBuilding;1;1;/covers/22.jpg;1;new;0;0;0;0;0;0;0;100
1023;1;Niall Horan - Flicker;36;23;1;Album pod tytulem Flicker autorstwa Niall Horan. Uwazany za istotny dla gatunku Rock.;Flicker;1;1;/covers/23.jpg;1;new;0;0;0;0;0;0;0;100
1024;1;Professor Rhythm - Bafana Bafana;20;41;1;Album pod tytulem Bafana Bafana autorstwa Professor Rhythm. Uwazany za istotny dla gatunku International.;BafanaBafana;1;1;/covers/24.jpg;1;new;0;0;0;0;0;0;0;100
1025;1;Blackfield - Blackfield II;36;44;1;Album pod tytulem Blackfield II autorstwa Blackfield. Uwazany za istotny dla gatunku Rock.;BlackfieldII;1;1;/covers/25.jpg;1;new;0;0;0;0;0;0;0;100
1026;1;Pete Perignon - La Esquina Del Bailando;17;31;1;Album pod tytulem La Esquina Del Bailando autorstwa Pete Perignon. Uwazany za istotny dla gatunku Latin Pop/Rock.;LaEsquinaDelBailando;1;1;/covers/26.jpg;1;new;0;0;0;0;0;0;0;100
1027;1;Tom Hall T - New Train-Same Rider /  Places I've Done Time [Import];32;15;1;Album pod tytulem New Train-Same Rider /  Places I've Done Time [Import] autorstwa Tom Hall T. Uwazany za istotny dla gatunku Country.;NewTrainSameRiderPlacesI'veDoneTime[Import];1;1;/covers/27.jpg;1;new;0;0;0;0;0;0;0;100
1028;1;Tom Hall T - In Concert /  Saturday Morning Songs [Import];32;16;1;Album pod tytulem In Concert /  Saturday Morning Songs [Import] autorstwa Tom Hall T. Uwazany za istotny dla gatunku Country.;InConcertSaturdayMorningSongs[Import];1;1;/covers/28.jpg;1;new;0;0;0;0;0;0;0;100
1029;1;Sorcerer - The Crowning Of The Fire King;36;23;1;Album pod tytulem The Crowning Of The Fire King autorstwa Sorcerer. Uwazany za istotny dla gatunku Rock.;TheCrowningOfTheFireKing;1;1;/covers/29.jpg;1;new;0;0;0;0;0;0;0;100
1030;1;Kennedy Veil - Imperium;36;22;1;Album pod tytulem Imperium autorstwa Kennedy Veil. Uwazany za istotny dla gatunku Rock.;Imperium;1;1;/covers/30.jpg;1;new;0;0;0;0;0;0;0;100
1031;1;Elvaron - Today We Rebel;15;33;1;Album pod tytulem Today We Rebel autorstwa Elvaron. Uwazany za istotny dla gatunku Rap/Hip Hop.;TodayWeRebel;1;1;/covers/31.jpg;1;new;0;0;0;0;0;0;0;100
1032;1;Bela Fleck - Echo In The Valley;27;33;1;Album pod tytulem Echo In The Valley autorstwa Bela Fleck. Uwazany za istotny dla gatunku Jazz.;EchoInTheValley;1;1;/covers/32.jpg;1;new;0;0;0;0;0;0;0;100
1033;1;Doug Anderson - Back Porch Christmas;14;27;1;Album pod tytulem Back Porch Christmas autorstwa Doug Anderson. Uwazany za istotny dla gatunku Xmas Vocal.;BackPorchChristmas;1;1;/covers/33.jpg;1;new;0;0;0;0;0;0;0;100
1034;1;BUNBURY - Expectativas;36;28;1;Album pod tytulem Expectativas autorstwa BUNBURY. Uwazany za istotny dla gatunku Rock.;Expectativas;1;1;/covers/34.jpg;1;new;0;0;0;0;0;0;0;100
1035;1;Marco Beltrami - The Snowman (original Soundtrack);29;35;1;Album pod tytulem The Snowman (original Soundtrack) autorstwa Marco Beltrami. Uwazany za istotny dla gatunku Soundtrack.;TheSnowman(originalSoundtrack);1;1;/covers/35.jpg;1;new;0;0;0;0;0;0;0;100
1036;1;Tom Hall T - Ol Ts In Town /  Soldier Of Fortune [Import];32;25;1;Album pod tytulem Ol Ts In Town /  Soldier Of Fortune [Import] autorstwa Tom Hall T. Uwazany za istotny dla gatunku Country.;OlTsInTownSoldierOfFortune[Import];1;1;/covers/36.jpg;1;new;0;0;0;0;0;0;0;100
1037;1;Watter - History Of The Future;36;40;1;Album pod tytulem History Of The Future autorstwa Watter. Uwazany za istotny dla gatunku Rock.;HistoryOfTheFuture;1;1;/covers/37.jpg;1;new;0;0;0;0;0;0;0;100
1038;1;Pentatonix - A Pentatonix Christmas;14;18;1;Album pod tytulem A Pentatonix Christmas autorstwa Pentatonix. Uwazany za istotny dla gatunku Xmas Vocal.;APentatonixChristmas;1;1;/covers/38.jpg;1;new;0;0;0;0;0;0;0;100
1039;1;I the Mighty - Where The Mind Wants To Go/ Where You Let It Go;36;35;1;Album pod tytulem Where The Mind Wants To Go/ Where You Let It Go autorstwa I the Mighty. Uwazany za istotny dla gatunku Rock.;WhereTheMindWantsToGoWhereYouLetItGo;1;1;/covers/39.jpg;1;new;0;0;0;0;0;0;0;100
1040;1;Buffalo Killers - Alive & Well In Ohio;36;19;1;Album pod tytulem Alive & Well In Ohio autorstwa Buffalo Killers. Uwazany za istotny dla gatunku Rock.;AliveWellInOhio;1;1;/covers/40.jpg;1;new;0;0;0;0;0;0;0;100
1041;1;Iron Chic - You Can't Stay Here;36;40;1;Album pod tytulem You Can't Stay Here autorstwa Iron Chic. Uwazany za istotny dla gatunku Rock.;YouCan'tStayHere;1;1;/covers/41.jpg;1;new;0;0;0;0;0;0;0;100
1042;1;Pearls Before Swine - One Nation Underground;36;23;1;Album pod tytulem One Nation Underground autorstwa Pearls Before Swine. Uwazany za istotny dla gatunku Rock.;OneNationUnderground;1;1;/covers/42.jpg;1;new;0;0;0;0;0;0;0;100
1043;1;Emil Bulls - Kill Your Demons;36;31;1;Album pod tytulem Kill Your Demons autorstwa Emil Bulls. Uwazany za istotny dla gatunku Rock.;KillYourDemons;1;1;/covers/43.jpg;1;new;0;0;0;0;0;0;0;100
1044;1;Si Zentner - It's Nice to Go Trav'ling;27;39;1;Album pod tytulem It's Nice to Go Trav'ling autorstwa Si Zentner. Uwazany za istotny dla gatunku Jazz.;It'sNicetoGoTrav'ling;1;1;/covers/44.jpg;1;new;0;0;0;0;0;0;0;100
1045;1;Various Artists - Down Home Blues: Chicago Fine Boogie /  Various;50;33;1;Album pod tytulem Down Home Blues: Chicago Fine Boogie /  Various autorstwa Various Artists. Uwazany za istotny dla gatunku Blues.;DownHomeBlues:ChicagoFineBoogieVarious;1;1;/covers/45.jpg;1;new;0;0;0;0;0;0;0;100
1046;1;Radio Dept - Teach Me To Forget;36;15;1;Album pod tytulem Teach Me To Forget autorstwa Radio Dept. Uwazany za istotny dla gatunku Rock.;TeachMeToForget;1;1;/covers/46.jpg;1;new;0;0;0;0;0;0;0;100
1047;1;The Warlocks - Vevey;36;24;1;Album pod tytulem Vevey autorstwa The Warlocks. Uwazany za istotny dla gatunku Rock.;Vevey;1;1;/covers/47.jpg;1;new;0;0;0;0;0;0;0;100
1048;1;Walking Dead Orchestra - Resurrect;36;26;1;Album pod tytulem Resurrect autorstwa Walking Dead Orchestra. Uwazany za istotny dla gatunku Rock.;Resurrect;1;1;/covers/48.jpg;1;new;0;0;0;0;0;0;0;100
1049;1;Freight Train - I;36;26;1;Album pod tytulem I autorstwa Freight Train. Uwazany za istotny dla gatunku Rock.;I;1;1;/covers/49.jpg;1;new;0;0;0;0;0;0;0;100
1050;1;Fishbone - Truth & Soul [Import];36;34;1;Album pod tytulem Truth & Soul [Import] autorstwa Fishbone. Uwazany za istotny dla gatunku Rock.;TruthSoul[Import];1;1;/covers/50.jpg;1;new;0;0;0;0;0;0;0;100
1051;1;Sultans of String - Christmas Caravan;20;18;1;Album pod tytulem Christmas Caravan autorstwa Sultans of String. Uwazany za istotny dla gatunku International.;ChristmasCaravan;1;1;/covers/51.jpg;1;new;0;0;0;0;0;0;0;100
1052;1;William Patrick Corgan - Ogilala;36;45;1;Album pod tytulem Ogilala autorstwa William Patrick Corgan. Uwazany za istotny dla gatunku Rock.;Ogilala;1;1;/covers/52.jpg;1;new;0;0;0;0;0;0;0;100
1053;1;Avishai Cohen - 1970 [Import];27;45;1;Album pod tytulem 1970 [Import] autorstwa Avishai Cohen. Uwazany za istotny dla gatunku Jazz.;1970[Import];1;1;/covers/53.jpg;1;new;0;0;0;0;0;0;0;100
1054;1;Kenny Lattimore - Vulnerable;16;42;1;Album pod tytulem Vulnerable autorstwa Kenny Lattimore. Uwazany za istotny dla gatunku Soul/R & B.;Vulnerable;1;1;/covers/54.jpg;1;new;0;0;0;0;0;0;0;100
1055;1;Snapped Ankles - Come Play The Trees;36;15;1;Album pod tytulem Come Play The Trees autorstwa Snapped Ankles. Uwazany za istotny dla gatunku Rock.;ComePlayTheTrees;1;1;/covers/55.jpg;1;new;0;0;0;0;0;0;0;100
1056;1;The Flying Eyes - Burning Of The Season;36;33;1;Album pod tytulem Burning Of The Season autorstwa The Flying Eyes. Uwazany za istotny dla gatunku Rock.;BurningOfTheSeason;1;1;/covers/56.jpg;1;new;0;0;0;0;0;0;0;100
1057;1;Jackie Greene - Modern Lives 1;36;21;1;Album pod tytulem Modern Lives 1 autorstwa Jackie Greene. Uwazany za istotny dla gatunku Rock.;ModernLives1;1;1;/covers/57.jpg;1;new;0;0;0;0;0;0;0;100
1058;1;Altarage - Endinghent;36;26;1;Album pod tytulem Endinghent autorstwa Altarage. Uwazany za istotny dla gatunku Rock.;Endinghent;1;1;/covers/58.jpg;1;new;0;0;0;0;0;0;0;100
1059;1;Robin Beck - Love Is Coming;36;26;1;Album pod tytulem Love Is Coming autorstwa Robin Beck. Uwazany za istotny dla gatunku Rock.;LoveIsComing;1;1;/covers/59.jpg;1;new;0;0;0;0;0;0;0;100
1060;1;The Lillingtons - Stella Sapiente;36;18;1;Album pod tytulem Stella Sapiente autorstwa The Lillingtons. Uwazany za istotny dla gatunku Rock.;StellaSapiente;1;1;/covers/60.jpg;1;new;0;0;0;0;0;0;0;100
1061;1;Daniel Cavanagh - Monochrome;36;34;1;Album pod tytulem Monochrome autorstwa Daniel Cavanagh. Uwazany za istotny dla gatunku Rock.;Monochrome;1;1;/covers/61.jpg;1;new;0;0;0;0;0;0;0;100
1062;1;The Diodes - Rarities;36;36;1;Album pod tytulem Rarities autorstwa The Diodes. Uwazany za istotny dla gatunku Rock.;Rarities;1;1;/covers/62.jpg;1;new;0;0;0;0;0;0;0;100
1063;1;Snog - Corporate Slave 2525;36;18;1;Album pod tytulem Corporate Slave 2525 autorstwa Snog. Uwazany za istotny dla gatunku Rock.;CorporateSlave2525;1;1;/covers/63.jpg;1;new;0;0;0;0;0;0;0;100
1064;1;Dirty Heads - Swim Team;36;36;1;Album pod tytulem Swim Team autorstwa Dirty Heads. Uwazany za istotny dla gatunku Rock.;SwimTeam;1;1;/covers/64.jpg;1;new;0;0;0;0;0;0;0;100
1065;1;Barbara - Comme Un Soleil Noir: Integrale 1955-1996 [Import];36;29;1;Album pod tytulem Comme Un Soleil Noir: Integrale 1955-1996 [Import] autorstwa Barbara. Uwazany za istotny dla gatunku Rock.;CommeUnSoleilNoir:Integrale19551996[Import];1;1;/covers/65.jpg;1;new;0;0;0;0;0;0;0;100
1066;1;Gaither Vocal Band - We Have This Moment;23;21;1;Album pod tytulem We Have This Moment autorstwa Gaither Vocal Band. Uwazany za istotny dla gatunku Christian.;WeHaveThisMoment;1;1;/covers/66.jpg;1;new;0;0;0;0;0;0;0;100
1067;1;Voodoo Six - Make Way For The King;36;31;1;Album pod tytulem Make Way For The King autorstwa Voodoo Six. Uwazany za istotny dla gatunku Rock.;MakeWayForTheKing;1;1;/covers/67.jpg;1;new;0;0;0;0;0;0;0;100
1068;1;Tracy G Group - Tramp;36;26;1;Album pod tytulem Tramp autorstwa Tracy G Group. Uwazany za istotny dla gatunku Rock.;Tramp;1;1;/covers/68.jpg;1;new;0;0;0;0;0;0;0;100
1069;1;Residents & Renaldo and the Loaf - Title In Limbo;36;22;1;Album pod tytulem Title In Limbo autorstwa Residents & Renaldo and the Loaf. Uwazany za istotny dla gatunku Rock.;TitleInLimbo;1;1;/covers/69.jpg;1;new;0;0;0;0;0;0;0;100
1070;1;White Manna - Bleeding Eyes;36;39;1;Album pod tytulem Bleeding Eyes autorstwa White Manna. Uwazany za istotny dla gatunku Rock.;BleedingEyes;1;1;/covers/70.jpg;1;new;0;0;0;0;0;0;0;100
1071;1;Zara McFarlane - Arise;27;42;1;Album pod tytulem Arise autorstwa Zara McFarlane. Uwazany za istotny dla gatunku Jazz.;Arise;1;1;/covers/71.jpg;1;new;0;0;0;0;0;0;0;100
1072;1;Knuckle Puck - Shapeshifter;36;43;1;Album pod tytulem Shapeshifter autorstwa Knuckle Puck. Uwazany za istotny dla gatunku Rock.;Shapeshifter;1;1;/covers/72.jpg;1;new;0;0;0;0;0;0;0;100
1073;1;Atrium Carceri & Cities Last Broadcast - Black Corner Den [Import];49;15;1;Album pod tytulem Black Corner Den [Import] autorstwa Atrium Carceri & Cities Last Broadcast. Uwazany za istotny dla gatunku Ambient.;BlackCornerDen[Import];1;1;/covers/73.jpg;1;new;0;0;0;0;0;0;0;100
1074;1;Camille - Oui;20;45;1;Album pod tytulem Oui autorstwa Camille. Uwazany za istotny dla gatunku International.;Oui;1;1;/covers/74.jpg;1;new;0;0;0;0;0;0;0;100
1075;1;Nox Arcana - Season Of The Witch;36;19;1;Album pod tytulem Season Of The Witch autorstwa Nox Arcana. Uwazany za istotny dla gatunku Rock.;SeasonOfTheWitch;1;1;/covers/75.jpg;1;new;0;0;0;0;0;0;0;100
1076;1;Dylan Scott - Merry Christmas;14;27;1;Album pod tytulem Merry Christmas autorstwa Dylan Scott. Uwazany za istotny dla gatunku Xmas Vocal.;MerryChristmas;1;1;/covers/76.jpg;1;new;0;0;0;0;0;0;0;100
1077;1;Russell Dickerson - Yours;32;42;1;Album pod tytulem Yours autorstwa Russell Dickerson. Uwazany za istotny dla gatunku Country.;Yours;1;1;/covers/77.jpg;1;new;0;0;0;0;0;0;0;100
1078;1;Hall & Oates - Bigger Than Both of Us;44;20;1;Album pod tytulem Bigger Than Both of Us autorstwa Hall & Oates. Uwazany za istotny dla gatunku Pop.;BiggerThanBothofUs;1;1;/covers/78.jpg;1;new;0;0;0;0;0;0;0;100
1079;1;Midnight Sin - One Last Ride;36;26;1;Album pod tytulem One Last Ride autorstwa Midnight Sin. Uwazany za istotny dla gatunku Rock.;OneLastRide;1;1;/covers/79.jpg;1;new;0;0;0;0;0;0;0;100
1080;1;Various Artists - Holidays Rule Volume 2 (Various Artists);14;15;1;Album pod tytulem Holidays Rule Volume 2 (Various Artists) autorstwa Various Artists. Uwazany za istotny dla gatunku Xmas Vocal.;HolidaysRuleVolume2(VariousArtists);1;1;/covers/80.jpg;1;new;0;0;0;0;0;0;0;100
1081;1;Pink - Beautiful Trauma;16;24;1;Album pod tytulem Beautiful Trauma autorstwa Pink. Uwazany za istotny dla gatunku Soul/R & B.;BeautifulTrauma;1;1;/covers/81.jpg;1;new;0;0;0;0;0;0;0;100
1082;1;The Rural Alberta Advantage - Wild;36;30;1;Album pod tytulem Wild autorstwa The Rural Alberta Advantage. Uwazany za istotny dla gatunku Rock.;Wild;1;1;/covers/82.jpg;1;new;0;0;0;0;0;0;0;100
1083;1;Gucci Mane - Mr.davis [Explicit Content];15;31;1;Album pod tytulem Mr.davis [Explicit Content] autorstwa Gucci Mane. Uwazany za istotny dla gatunku Rap/Hip Hop.;Mr.davis[ExplicitContent];1;1;/covers/83.jpg;1;new;0;0;0;0;0;0;0;100
1084;1;Michael Schenker - Live At Rockpalast: Hamburg 1981;36;43;1;Album pod tytulem Live At Rockpalast: Hamburg 1981 autorstwa Michael Schenker. Uwazany za istotny dla gatunku Rock.;LiveAtRockpalast:Hamburg1981;1;1;/covers/84.jpg;1;new;0;0;0;0;0;0;0;100
1085;1;Giovanni Costello - Splendido;27;34;1;Album pod tytulem Splendido autorstwa Giovanni Costello. Uwazany za istotny dla gatunku Jazz.;Splendido;1;1;/covers/85.jpg;1;new;0;0;0;0;0;0;0;100
1086;1;Kermit Ruffins - A Beautiful World;27;22;1;Album pod tytulem A Beautiful World autorstwa Kermit Ruffins. Uwazany za istotny dla gatunku Jazz.;ABeautifulWorld;1;1;/covers/86.jpg;1;new;0;0;0;0;0;0;0;100
1087;1;Wo Fat - Live Juju: Freak Valley And Beyond;36;29;1;Album pod tytulem Live Juju: Freak Valley And Beyond autorstwa Wo Fat. Uwazany za istotny dla gatunku Rock.;LiveJuju:FreakValleyAndBeyond;1;1;/covers/87.jpg;1;new;0;0;0;0;0;0;0;100
1088;1;Tech N9ne Collabos - Strange Reign [Explicit Content];15;42;1;Album pod tytulem Strange Reign [Explicit Content] autorstwa Tech N9ne Collabos. Uwazany za istotny dla gatunku Rap/Hip Hop.;StrangeReign[ExplicitContent];1;1;/covers/88.jpg;1;new;0;0;0;0;0;0;0;100
1089;1;Tech N9ne Collabos - Strange Reign [Explicit Content];15;23;1;Album pod tytulem Strange Reign [Explicit Content] autorstwa Tech N9ne Collabos. Uwazany za istotny dla gatunku Rap/Hip Hop.;StrangeReign[ExplicitContent];1;1;/covers/89.jpg;1;new;0;0;0;0;0;0;0;100
1090;1;James Brown - Take A Look At Those Cakes;16;36;1;Album pod tytulem Take A Look At Those Cakes autorstwa James Brown. Uwazany za istotny dla gatunku Soul/R & B.;TakeALookAtThoseCakes;1;1;/covers/90.jpg;1;new;0;0;0;0;0;0;0;100
1091;1;Albert Castiglia - Up All Night;50;22;1;Album pod tytulem Up All Night autorstwa Albert Castiglia. Uwazany za istotny dla gatunku Blues.;UpAllNight;1;1;/covers/91.jpg;1;new;0;0;0;0;0;0;0;100
1092;1;Lee Perry & the Upsetters - Lee Perry & The Upsetters: The Trojan Albums Collection 1971-1973 [Import];22;40;1;Album pod tytulem Lee Perry & The Upsetters: The Trojan Albums Collection 1971-1973 [Import] autorstwa Lee Perry & the Upsetters. Uwazany za istotny dla gatunku Reggae.;LeePerryTheUpsetters:TheTrojanAlbumsCollection19711973[Import];1;1;/covers/92.jpg;1;new;0;0;0;0;0;0;0;100
1093;1;Jeremy Camp - The Answer;23;23;1;Album pod tytulem The Answer autorstwa Jeremy Camp. Uwazany za istotny dla gatunku Christian.;TheAnswer;1;1;/covers/93.jpg;1;new;0;0;0;0;0;0;0;100
1094;1;UFO - Wild The Willing & The Innocent;36;19;1;Album pod tytulem Wild The Willing & The Innocent autorstwa UFO. Uwazany za istotny dla gatunku Rock.;WildTheWillingTheInnocent;1;1;/covers/94.jpg;1;new;0;0;0;0;0;0;0;100
1095;1;Jamila Woods - Heavn;16;18;1;Album pod tytulem Heavn autorstwa Jamila Woods. Uwazany za istotny dla gatunku Soul/R & B.;Heavn;1;1;/covers/95.jpg;1;new;0;0;0;0;0;0;0;100
1096;1;The Black Dahlia Murder - Nightbringers;36;44;1;Album pod tytulem Nightbringers autorstwa The Black Dahlia Murder. Uwazany za istotny dla gatunku Rock.;Nightbringers;1;1;/covers/96.jpg;1;new;0;0;0;0;0;0;0;100
1097;1;Brooklyn Boogaloo Blowout - Boog At Sunny's;16;38;1;Album pod tytulem Boog At Sunny's autorstwa Brooklyn Boogaloo Blowout. Uwazany za istotny dla gatunku Soul/R & B.;BoogAtSunny's;1;1;/covers/97.jpg;1;new;0;0;0;0;0;0;0;100
1098;1;The Orb - Naturality;36;39;1;Album pod tytulem Naturality autorstwa The Orb. Uwazany za istotny dla gatunku Rock.;Naturality;1;1;/covers/98.jpg;1;new;0;0;0;0;0;0;0;100
1099;1;Cults - Offering;36;16;1;Album pod tytulem Offering autorstwa Cults. Uwazany za istotny dla gatunku Rock.;Offering;1;1;/covers/99.jpg;1;new;0;0;0;0;0;0;0;100
1100;1;Weaves - Wide Open [Explicit Content];36;34;1;Album pod tytulem Wide Open [Explicit Content] autorstwa Weaves. Uwazany za istotny dla gatunku Rock.;WideOpen[ExplicitContent];1;1;/covers/100.jpg;1;new;0;0;0;0;0;0;0;100
1101;1;Dhani Harrison - In/ / / parallel;36;31;1;Album pod tytulem In/ / / parallel autorstwa Dhani Harrison. Uwazany za istotny dla gatunku Rock.;Inparallel;1;1;/covers/101.jpg;1;new;0;0;0;0;0;0;0;100
1102;1;FIREFORCE - Annihilate The Evil;36;17;1;Album pod tytulem Annihilate The Evil autorstwa FIREFORCE. Uwazany za istotny dla gatunku Rock.;AnnihilateTheEvil;1;1;/covers/102.jpg;1;new;0;0;0;0;0;0;0;100
1103;1;Carbon Based Lifeforms - Derelicts;36;35;1;Album pod tytulem Derelicts autorstwa Carbon Based Lifeforms. Uwazany za istotny dla gatunku Rock.;Derelicts;1;1;/covers/103.jpg;1;new;0;0;0;0;0;0;0;100
1104;1;Pere Ubu - 20 Years In A Montana Missile Silo;36;24;1;Album pod tytulem 20 Years In A Montana Missile Silo autorstwa Pere Ubu. Uwazany za istotny dla gatunku Rock.;20YearsInAMontanaMissileSilo;1;1;/covers/104.jpg;1;new;0;0;0;0;0;0;0;100
1105;1;Savoy Brown - Lion's Share [Import];36;36;1;Album pod tytulem Lion's Share [Import] autorstwa Savoy Brown. Uwazany za istotny dla gatunku Rock.;Lion'sShare[Import];1;1;/covers/105.jpg;1;new;0;0;0;0;0;0;0;100
1106;1;Mister Heavenly - Boxing The Moonlight;36;23;1;Album pod tytulem Boxing The Moonlight autorstwa Mister Heavenly. Uwazany za istotny dla gatunku Rock.;BoxingTheMoonlight;1;1;/covers/106.jpg;1;new;0;0;0;0;0;0;0;100
1107;1;Dave Davies - I Will Be Me;36;38;1;Album pod tytulem I Will Be Me autorstwa Dave Davies. Uwazany za istotny dla gatunku Rock.;IWillBeMe;1;1;/covers/107.jpg;1;new;0;0;0;0;0;0;0;100
1108;1;Tricounty Terror - Revenge;36;21;1;Album pod tytulem Revenge autorstwa Tricounty Terror. Uwazany za istotny dla gatunku Rock.;Revenge;1;1;/covers/108.jpg;1;new;0;0;0;0;0;0;0;100
